editId	srclang	trglang	srcIndex	documentId	segmentId	editorId	system1Number	system1Id	system1actionVal	system1actionStr	system1edit
3959	English	Czech	808	times-of-london/2009/12/11/100520	3	A30P73XNTSJXXF	15	cu-zeman	3	BAD	Beyond alternativní církev skupinou, která podporuje duchovní oblasti kreativity, pozvali 24 vlastníkům jejich chatrčí vybavení pro každý den v prosinci, vánoční carols jako své téma.
3960	English	Czech	809	times-of-london/2009/12/11/100520	4	A30P73XNTSJXXF	15	cu-zeman	3	BAD	Případ začal v 1. prosince se návštěvníkům možnost naplánovaná na poslední chýše z 5.30 naplánovaná na 6,30 každý den s mince pies a položila na mulled víno zadarmo.
3961	Spanish	English	1955	cincodias/2009/12/10/53255	2	A3HMJPY3KGOIC	12	columbia	1	EDIT	The National Commission of the stock market authorized yesterday the takeover bid issued by the investment company MER on Fryderyk on 9 October.
3962	Spanish	English	1956	cincodias/2009/12/10/53255	3	A3HMJPY3KGOIC	12	columbia	3	BAD	The supervisory body has explained that allows this operation to understand that its terms are in line with the existing rules and consider " enough " the content of the leaflet explaining presented after the modifications on 2 December.
3963	Spanish	English	1957	cincodias/2009/12/10/53255	4	A3HMJPY3KGOIC	12	columbia	1	EDIT	The commission has pointed out that the offer is directed to the acquisition of 550.008 shares of Fryderyk at a price of 7,65 euros per share, which represents a 8,95% of their overall capital, which is composed of 6.142.786 shares admitted to trading in the stock exchanges of Madrid and Bilbao.
3964	Spanish	English	1958	cincodias/2009/12/10/53255	5	A3HMJPY3KGOIC	12	columbia	1	EDIT	Similarly, it has explained that 5.592.778 million shares have been immobilised so that they cannot be relayed by any means, until the completion of the offer, matching the price set for Fryderyk, in accordance with the terms of the existing rules.
3965	Spanish	English	1959	cincodias/2009/12/11/5334	1	A3HMJPY3KGOIC	12	columbia	3	BAD	Cars new tools to
3966	Spanish	English	694	washpost/2009/12/12/79407	27	A3HMJPY3KGOIC	52	upv-combo	2	OK	Disappointing response
3967	Spanish	English	695	washpost/2009/12/12/79407	28	A3HMJPY3KGOIC	52	upv-combo	2	OK	Although officials of a rural town on the outskirts of Shanghai argue that noted a moderate increase in applications for couples who want a second child following the launch of the campaign, more urban districts do not indicate any change.
3968	Spanish	English	696	washpost/2009/12/12/79407	29	A3HMJPY3KGOIC	52	upv-combo	2	OK	The municipality of Huinan, with a population of 115,000, for example, is still receiving only four to five requests per month.
3969	Spanish	English	697	washpost/2009/12/12/79407	30	A3HMJPY3KGOIC	52	upv-combo	2	OK	The disappointed Shanghai officials say that, despite the campaign, it is expected that the number of births in the town in 2010 only reach around $165,000, slightly higher than in 2009, but lower than in 2008.
3970	Spanish	English	698	washpost/2009/12/12/79407	31	A3HMJPY3KGOIC	52	upv-combo	2	OK	Feng Juying, head of the family planning committee of the municipality Caolu in Shanghai, said that financial considerations are probably the main reason why many people do not want more children.
3971	English	Czech	1783	abces/2009/12/10/200784	11	A30P73XNTSJXXF	39	pc-trans	1	EDIT	Eidson a Pnini hráli rozhodující úlohu v "žlutém" návratu na světlo.
3972	English	Czech	1784	abces/2009/12/10/200784	12	A30P73XNTSJXXF	39	pc-trans	0	N/A	Více nevýhod
3973	English	Czech	1785	abces/2009/12/10/200784	13	A30P73XNTSJXXF	39	pc-trans	3	BAD	Ivanovic- ovo hráči, zraněný ale daleko od mrtvý, potřebný aby běželi pár her správně předtím, než mohli by dýchat, a to je kdy kulomet Marza Teletovic přicestovaný, s tři téměř za sebou jdoucí tři-ručičky a pomoc angličtiny a Ribas, on přinesl výsledkovou tabuli zpět k uklidňujícímu vedení (54-67), které domácí mužstvo se dařilo zúžit na konci třetí čtvrtiny (57-67).
3974	English	Czech	1786	abces/2009/12/10/200784	14	A30P73XNTSJXXF	39	pc-trans	1	EDIT	Alavas na sobě v poslední doběpracoval až do úmoru, English a San Emeterio (65-75) již dali najevo, že se nehodlají nechat od kohokoliv obrat o to, co vydělali během prvních třiceti minut.
3975	English	Czech	1787	abces/2009/12/10/200784	15	A30P73XNTSJXXF	39	pc-trans	1	EDIT	Nicméně Pnini a Eidson, kteří jsou v jejich týmu nejlepší, se nevzdali a zkoušeli udržet svůj tým na živu z tříbodové linky (70-77).
3976	English	Czech	1183	lesechos/2009/12/11/218642	20	A1KOBAVR922QCR	13	cu-bojar	3	BAD	Během dopoledne, 150 řidičů napadl na zasedání rady pracuje v sídle společnosti v Paříži.
3977	English	Czech	1184	lesechos/2009/12/11/218642	21	A1KOBAVR922QCR	13	cu-bojar	2	OK	To je chvíle, kdy management, který do té doby odmítal vstoupit do jakékoliv diskuse během stávky, navrhl schůzku „v pohybu na uklidnění situace“.
3978	English	Czech	1185	lesechos/2009/12/11/218642	22	A1KOBAVR922QCR	13	cu-bojar	1	EDIT	Hrozí, že se spor rozšíří na RER B v úterý, po předložení předběžného oznámení o UNSA a skupiny Indépendants.
3979	English	Czech	1186	lesechos/2009/12/11/218642	23	A1KOBAVR922QCR	13	cu-bojar	3	BAD	Odbory požadují bonus 120 eur (UNSA) do 150 eur za 30-euro proměnlivou kapelou (CGT a Fo, CFDT, nevysvětleného, Indépendants) a si stěžují na zhoršení pracovních podmínek na této lince odpykává milionu cestujících denně.
3980	English	Czech	1187	lesechos/2009/12/11/218642	24	A1KOBAVR922QCR	13	cu-bojar	1	EDIT	„Řidičům RER se v pozdějších fázích jejich kariéry vyplácí hrubá mzda mezi 2200 a 2700 eury, plus 600 až 650 eur bonusových odměn za dílčí přepravu o nedělích a svátcích.
3981	Spanish	English	297	lidovky.cz/2009/12/10/75462	3	A3HMJPY3KGOIC	15	cu-zeman	1	EDIT	The role of globally known fighter against the apartheid is played by Morgan Freeman, who chose years ago to be a Nelson Mandela of his own.
3982	Spanish	English	298	lidovky.cz/2009/12/10/75462	4	A3HMJPY3KGOIC	15	cu-zeman	1	EDIT	The second role, the legendary champion in rugby Francoise Pienaar, is interpreted by Matt Damon.
3983	Spanish	English	299	lidovky.cz/2009/12/10/75462	5	A3HMJPY3KGOIC	15	cu-zeman	3	BAD	With the release of the reactions are born of the public 's critics and
3984	Spanish	English	300	lidovky.cz/2009/12/10/75462	6	A3HMJPY3KGOIC	15	cu-zeman	1	EDIT	Nelson Mandela
3985	Spanish	English	301	lidovky.cz/2009/12/10/75462	7	A3HMJPY3KGOIC	15	cu-zeman	1	EDIT	His full name is Nelson Mandela Rolihlahla, born on July 18, 1918 in Mvezo, South Africa.
3986	English	Czech	244	lidovky.cz/2009/12/10/75474	19	A30P73XNTSJXXF	28	koc-combo	1	EDIT	Pokud se Fischer zavazuje pokračovat v boji proti rozpočtovému deficitu, Nečas věří, že ministři nominovaní ČSSD, kteří budou prosazovat změny v rozpočtu, nemají ve vládě místo.
3987	English	Czech	245	lidovky.cz/2009/12/10/75474	20	A30P73XNTSJXXF	28	koc-combo	1	EDIT	PREMIÉR by měl také jasně prohlásit, že podá demisi, pokud sněmovna schválí další zákony, které zvýší schodek, např. ty, které se týkají nemocenské, důchodů, nebo změny zákona o státní službě.
3988	English	Czech	246	lidovky.cz/2009/12/10/75474	21	A30P73XNTSJXXF	28	koc-combo	1	EDIT	Topolánek: Ministři jmenovaní ODS se nedopustili žádného trestného činu
3989	English	Czech	247	lidovky.cz/2009/12/10/75474	22	A30P73XNTSJXXF	28	koc-combo	1	EDIT	To je otázka pro ministerského předsedu Fischera a vládu jako celek.
3990	English	Czech	248	lidovky.cz/2009/12/10/75474	23	A30P73XNTSJXXF	28	koc-combo	1	EDIT	Ministři jmenovaní ODS neudělali nic špatného, zdůraznil Topolánek v textové zprávě z USA.
3991	Spanish	English	469	washpost/2009/12/12/79432	21	A3HMJPY3KGOIC	38	onlineB	1	EDIT	Nearby, in Section 60, where most of the veterans of the wars in Iraq and Afghanistan are buried, it was virtually silent.
3992	Spanish	English	470	washpost/2009/12/12/79432	22	A3HMJPY3KGOIC	38	onlineB	1	EDIT	The United Service Organizations (Association for the Soldier) donated 1,000 wreaths to decorate the section, but the somber atmosphere of the current wars invaded the area.
3993	Spanish	English	471	washpost/2009/12/12/79432	23	A3HMJPY3KGOIC	38	onlineB	2	OK	People wept openly, others prayed, and the families and friends supported each other in the cold air.
3994	Spanish	English	472	washpost/2009/12/12/79432	24	A3HMJPY3KGOIC	38	onlineB	2	OK	Some read aloud the names carved in stone, while others were inclined to see little black and white plates placed inside the wet mud, for those whose graves have not yet been completed.
3995	Spanish	English	473	washpost/2009/12/12/79432	25	A3HMJPY3KGOIC	38	onlineB	2	OK	Sandra Lockwood was one of many mothers who wiped tears from his eyes before the grave of her son.
3996	English	Czech	389	lidovky.cz/2009/12/10/75429	36	A30P73XNTSJXXF	20	eurotrans	1	EDIT	Předsedkyně profesního spolku pediatrů Hana Cabrnochová přiznává, že dobrovolné očkování má své nevýhody.
3997	English	Czech	390	lidovky.cz/2009/12/10/75429	37	A30P73XNTSJXXF	20	eurotrans	1	EDIT	Pokud byly očkovány všechny děti, počet revakcinací by pak mohl být nižší. “S takovým množstvím vakcín rozumíme politickému rozhodnutí, že očkování by mělo být dobrovolné,” říká Cabrnochová.
3998	English	Czech	391	lidovky.cz/2009/12/10/75429	38	A30P73XNTSJXXF	20	eurotrans	1	EDIT	Experti předpokládají, že od příštího roku bude víc než 80 procent rodičů nechá novorozence očkovat proti pneumokoku.
3999	English	Czech	392	lidovky.cz/2009/12/10/75429	39	A30P73XNTSJXXF	20	eurotrans	1	EDIT	Očkování proti pneumokoku je přelomové v tom, že se jedná o první obecné očkování pro děti, která je financováno zdravotními pojišťovnami, nikoli státem.
4000	English	Czech	393	lidovky.cz/2009/12/10/75429	40	A30P73XNTSJXXF	20	eurotrans	1	EDIT	Zdravotní pojišťovny by financováním prevence měly ušetřit peníze na pozdnější léčbě, vysvětluje Cabrnochová.
4001	Spanish	English	1966	cincodias/2009/12/11/5334	8	A3HMJPY3KGOIC	46	uedin	1	EDIT	Suppliers of services and solutions for valuation of sinister and maintenance work compiled the information supplied from the manufacturers, and then processed it to give it to their customers in the form of a useful tool.
4002	Spanish	English	1967	cincodias/2009/12/11/5334	9	A3HMJPY3KGOIC	46	uedin	2	OK	In Spain, Audatex, American products group, is the lead firm; 80% of the assessments are made with their products.
4003	Spanish	English	1968	cincodias/2009/12/11/5334	10	A3HMJPY3KGOIC	46	uedin	1	EDIT	The other firms who compete in the field of the tools of appraisal and development of information on the sector are GtMotive and Eurotax.
4004	Spanish	English	1969	cincodias/2009/12/11/5334	11	A3HMJPY3KGOIC	46	uedin	0	N/A	Working with the data provided by manufacturers is far from simple.
4005	Spanish	English	1970	cincodias/2009/12/11/5334	12	A3HMJPY3KGOIC	46	uedin	1	EDIT	According to Eduardo Velázquez, commercial director of Audatex, in Spain they work with 63 manufacturers and importers, and each of them is providing the information in different formats.
4006	English	Czech	1722	elmundo/2009/12/11/10127	8	A30P73XNTSJXXF	45	sfu	3	BAD	Výsledkem tohoto omezení způsobená zavřené kohoutku bankovní půjčky, to je nezbytné doplnit další faktory jako rostoucí nezaměstnanost a trvalého hospodářského poklesu.
4007	English	Czech	1723	elmundo/2009/12/11/10127	9	A30P73XNTSJXXF	45	sfu	3	BAD	Ve světle tohoto, na rozdíl od auta, podpory na 2000Epurchase udělaly jen málo.
4008	English	Czech	1724	elmundo/2009/12/11/10127	10	A30P73XNTSJXXF	45	sfu	3	BAD	Odhlédneme-li od osob, byla přijata ustanovení týkající se osob samostatně výdělečně činných a MSP, které se na nákup a lehká užitková vozidla do 3,5 tuny s úrovně emisí CO2 nejvýše 160 gramů za kilometr, ale počet transakcí bylo bezvýznamné.
4009	English	Czech	1725	elmundo/2009/12/11/10127	11	A30P73XNTSJXXF	45	sfu	3	BAD	Jen včera, potřebu pro správu věnovat zvláštní pozornost na těchto vozidel, a rovněž na obchodní verhicles (nákladních aut a autobusů), se uvede do mysli GANVAM.
4010	English	Czech	1726	elmundo/2009/12/11/10127	12	A30P73XNTSJXXF	45	sfu	3	BAD	Sdružení obchodníků předpovídá, že byly přibližně stejné jako rok 2010 se k závěru, které odhady o 19% pokles prodeje (osobní automobily a 4x4s).
4011	English	Czech	530	washpost/2009/12/12/79421	11	A1KOBAVR922QCR	20	eurotrans	1	EDIT	Podle jednoho nezúčastněného diváka, který nechtěl být jmenován, protože je zapojený do rozhovorů o klimatu, aktivisté ve sportovních maskách a černém oblečení umístili několik výbušnin blízko hlavního kodaňského kanálu, který je poblíž několika ministerstev.
4012	English	Czech	531	washpost/2009/12/12/79421	12	A1KOBAVR922QCR	20	eurotrans	3	BAD	Oni lobovali je stavbami, on říkal, sčítat oni začínali jako zvonové kalhoty ale byli následoval “pár velké výbuchy.”
4013	English	Czech	532	washpost/2009/12/12/79421	13	A1KOBAVR922QCR	20	eurotrans	1	EDIT	Uvnitř konferenčního centra se lidé shromáždili kolem televizních obrazovek a sledovali pochod celé odpoledne.
4014	English	Czech	533	washpost/2009/12/12/79421	14	A1KOBAVR922QCR	20	eurotrans	1	EDIT	Ale nevypadalo to, že by protest ovlivnil smýšlení klíčových úředníků jako Su Wei, hlavní čínský vyjednavač o klimatu.
4015	English	Czech	534	washpost/2009/12/12/79421	15	A1KOBAVR922QCR	20	eurotrans	1	EDIT	Když se ho zeptali, zda si myslí, že demonstrace měla konstruktivní vliv na mezinárodním bezpečnost, odpověděl v angličtině: „Vlastně, jsem si toho ani nevšiml.”
4016	English	French	1355	frankfurter-rundschau/2009/12/10/99509	37	AU6S92OUZBRGG	22	geneva	2	OK	Les états doivent employer significativement davantage de conférenciers.
4017	English	French	1356	frankfurter-rundschau/2009/12/10/99509	38	AU6S92OUZBRGG	22	geneva	3	BAD	Les ministres de culture ont fait, cependant, pas chassés une déclaration considérant l’admission libre à des maîtres chasse.
4018	English	French	1357	frankfurter-rundschau/2009/12/10/99503	1	AU6S92OUZBRGG	22	geneva	2	OK	Plus qu’une note en bas de page à Herta Müller
4019	English	French	1358	frankfurter-rundschau/2009/12/10/99503	2	AU6S92OUZBRGG	22	geneva	3	BAD	Le départ dans et hors de l’Allemagne est des pratiquement contrôles beaux, de non..." La première ligne d’un poème par le poète Werner Söllner dans lesquels, est-ce qu’il décrit dans dérangeant des fragments un de l’arrivée, qui mais la liberté d’expérience gagnée de dissident a simultanément perdu sa zone de langue.
4020	English	French	1359	frankfurter-rundschau/2009/12/10/99503	3	AU6S92OUZBRGG	22	geneva	1	EDIT	Werner Söllner, né à Banat en 1951 en Roumanie, a initialement travaillé enseignement d’Allemand et d'anglais à Bucharest et plus tard comme éditeur dans une maison d’édition pour enfants, avant qu’il déménage à Francfort Main en 1982.
4021	English	Czech	1977	cincodias/2009/12/11/5334	19	A30P73XNTSJXXF	27	koc	1	EDIT	Pokud jde o exkluzivní modely, k dispozici jsou informace ohledně Porsche, ale nikoli například k Ferrari nebo Lamborghini.
4022	English	Czech	1978	cincodias/2009/12/11/5334	20	A30P73XNTSJXXF	27	koc	1	EDIT	I počet aut v oběhu přesahuje 99 %.
4023	English	Czech	1979	cincodias/2009/12/11/5334	21	A30P73XNTSJXXF	27	koc	3	BAD	Pro dokument a rozvíjet v databázích, audatex scattered má osm center po celém světě (Španělsko, Francie, Německa, USA, Brazílie, Mexika, Čína a Japonsko), a každý z nich specializes in konkrétní značky.
4024	English	Czech	1980	cincodias/2009/12/11/5334	22	A30P73XNTSJXXF	27	koc	2	OK	Jeho národní ústředí je v Alcobendas (Madrid).
4025	English	Czech	1981	cincodias/2009/12/11/5334	23	A30P73XNTSJXXF	27	koc	1	EDIT	Tam pracuje více než sto techniků (obvykle experti na mechaniku) se třemi počítačovými obrazovkami.
4026	English	Czech	1680	elmundo/2009/12/10/10097	4	A30P73XNTSJXXF	28	koc-combo	3	BAD	Výlet má své vzrušení, a Vincent nám šetří žádné děsí nebo illuminations.
4027	English	Czech	1681	elmundo/2009/12/10/10097	5	A30P73XNTSJXXF	28	koc-combo	1	EDIT	Kromě toho, že poskytuje intenzivní potěšení, je kniha také dojemným pozváním ke čtení a přečtení.
4028	English	Czech	1682	elmundo/2009/12/10/10097	6	A30P73XNTSJXXF	28	koc-combo	1	EDIT	Zde je několik úryvků.
4029	English	Czech	1683	elmundo/2009/12/10/10097	7	A30P73XNTSJXXF	28	koc-combo	1	EDIT	O Albertu Camusovi: "Na své stránce jsem zjistil, že to nebylo Středozemní moře, spíše duchovní instinkt, téměř fyzický, to samé jsem cítil, aniž by to bylo uvedeno: vzdor proti těžkému osudu, mravnosti bez viny, neviny a bezbožnosti. "
4030	English	Czech	1684	elmundo/2009/12/10/10097	8	A30P73XNTSJXXF	28	koc-combo	1	EDIT	O Samuelu Beckettovi: „Nihilistické, jinotajné, křesťanské, napsal, co bylo v jeho krvi, nikoli v jeho intelektu, mezi impotencí a nevědomosti, s oslnivým poetickým humorem, nesmyslné, jako čepel nože, kterým se chtěl zabít."
4031	English	Czech	1936	cincodias/2009/12/10/53252	28	A30P73XNTSJXXF	38	onlineB	1	EDIT	Druhá část bude věnována počtu odehraných her v tomto roce.
4032	English	Czech	1937	cincodias/2009/12/10/53253	1	A30P73XNTSJXXF	38	onlineB	3	BAD	Nueva Rumasa nabízí 61 miliónů eur na 29,9% z SOS
4033	English	Czech	1938	cincodias/2009/12/10/53253	2	A30P73XNTSJXXF	38	onlineB	3	BAD	Včera, Nueva Rumasa holdingu probíral podrobnosti nabídky na akcie, které vedly k získání podílu mezi 25% a 29,9% v roce Sos.
4034	English	Czech	1939	cincodias/2009/12/10/53253	3	A30P73XNTSJXXF	38	onlineB	1	EDIT	Jedná se o procentní podíl, který nevyžaduje, aby byla vydána nabídka na převzetí (OPA) všech cenných papírů.
4035	English	Czech	1940	cincodias/2009/12/10/53253	4	A30P73XNTSJXXF	38	onlineB	1	EDIT	Nueva Rumasa konkrétně nabízí podíl za 1,5025 euro s 1% roční úrokovou sazbou, splácení je nutno rozložit na více než 10 let.
4036	English	Czech	389	lidovky.cz/2009/12/10/75429	36	A1KOBAVR922QCR	45	sfu	1	EDIT	Předsedkyně Odboru pediatrů, Hana Cabrnochová, uznává, že dobrovolné očkování má své nevýhody.
4037	English	Czech	390	lidovky.cz/2009/12/10/75429	37	A1KOBAVR922QCR	45	sfu	3	BAD	Pokud všechny děti byly očkovány, počet revaccinations by pak být. "S vakcín, zaplatil tak moc, dokážeme pochopit politické rozhodnutí, že očkování musí být nabízeny na dobrovolném základě," říká Cabrnochová.
4038	English	Czech	391	lidovky.cz/2009/12/10/75429	38	A1KOBAVR922QCR	45	sfu	1	EDIT	Odborníci předpokládají, že od příštího roku více než 80 procent rodičů bude mít své děti očkované proti pneumokoku.
4039	English	Czech	392	lidovky.cz/2009/12/10/75429	39	A1KOBAVR922QCR	45	sfu	3	BAD	anti-pneumococcus G očkování jsou milníkem v, že jsou první obecné očkování pro děti na platí po pojišťovnách, ne na stavu.
4040	English	Czech	393	lidovky.cz/2009/12/10/75429	40	A1KOBAVR922QCR	45	sfu	1	EDIT	Pojišťovny měly financovat prevenci a ušetřit peníze na pozdější léčení, vysvětluje Cabrnochová.
4041	English	Czech	1783	abces/2009/12/10/200784	11	A1KOBAVR922QCR	27	koc	3	BAD	Eidson a pnini hrál rozhodující úlohu v "yellows" návrat do světla.
4042	English	Czech	1784	abces/2009/12/10/200784	12	A1KOBAVR922QCR	27	koc	2	OK	Další nevýhody
4043	English	Czech	1785	abces/2009/12/10/200784	13	A1KOBAVR922QCR	27	koc	3	BAD	Ivanovic je zraněných hráčů, ale daleko od mrtvého, potřebné ke spuštění pár hraje správně, než by breathe, a to je, když stroj zbraň marza teletovic dorazil, s tří až po three-pointers a pomocí anglicky a ribas, přinesl Scoreboard zpět do reassuring vést (54-67), které domácí tým dokázal úzkých dolů na konci třetího čtvrtletí (57-67).
4044	English	Czech	1786	abces/2009/12/10/200784	14	A1KOBAVR922QCR	27	koc	3	BAD	Pracoval v alavas sami na kost v posledním období, a anglicky a San emeterio (65-75) již dal najevo, že to nebude hned tak někdo, co si během prvních třiceti minut.
4045	English	Czech	1787	abces/2009/12/10/200784	15	A1KOBAVR922QCR	27	koc	3	BAD	Nicméně, pnini a eidson, nejlépe na jejich týmu, se nevzdává a snažil se udržet naživu, jejich tým z three-point řádku (70-77).
4046	English	Czech	530	washpost/2009/12/12/79421	11	A30P73XNTSJXXF	27	koc	3	BAD	Podle jednoho Bystander zeptal, kdo nemá být identifikován, protože on je zapojen do jednání o klimatu, aktivisté Sporting MASKS a černá outfits nastavit z několika Explosives Copenhagen poblíž hlavní Canal, který je vedle několika ministries.
4047	English	Czech	531	washpost/2009/12/12/79421	12	A30P73XNTSJXXF	27	koc	3	BAD	Lobbing se jim do budovy, “ řekl a dodal, že se jako flares ale byli za "pár velkých explosions."
4048	English	Czech	532	washpost/2009/12/12/79421	13	A30P73XNTSJXXF	27	koc	1	EDIT	Uvnitř Convention center se v březnu lidé sešli před televizními obrazovkami, aby sledovali odpolední jednání.
4049	English	Czech	533	washpost/2009/12/12/79421	14	A30P73XNTSJXXF	27	koc	3	BAD	Ale protest se proniknout na Consciousness of klíčových úředníků, jako například Su Wei, Čína je hlavním klimatickým vyjednavačem.
4050	English	Czech	534	washpost/2009/12/12/79421	15	A30P73XNTSJXXF	27	koc	1	EDIT	Když se zeptal, zda má demonstrace konstruktivní vliv na mezinárodní jednání, odpověděl v angličtině: "Vlastně, ano."
4051	English	Czech	1691	elmundo/2009/12/10/10097	15	A1KOBAVR922QCR	37	onlineA	1	EDIT	Dorothy Parker: jednoho dne si klekla a modlila se: „Pane Bože, prosím můžeš učinit, abych přestala psát jako žena."
4052	English	Czech	1692	elmundo/2009/12/10/10097	16	A1KOBAVR922QCR	37	onlineA	3	BAD	Na Joseph Conrad: "na jeho hrobka byla vyryto tyto verše z Spencer:" režim spánku po dřinu, / portů po bouřlivé moří, / odlehčení po válku / smrti po životě dělá značně prosím. ""
4053	English	Czech	1693	elmundo/2009/12/10/10097	17	A1KOBAVR922QCR	37	onlineA	3	BAD	Na Virginia Wolf: "She také provádět její andaluských v její zavazadel.
4054	English	Czech	1694	elmundo/2009/12/10/10097	18	A1KOBAVR922QCR	37	onlineA	3	BAD	Manžel ji přijaly jako normální když ona mu řekl že Edward VII spied na osobnosti z azalek a že ptáci zpívali v Řecku.
4055	English	Czech	1695	elmundo/2009/12/10/10097	19	A1KOBAVR922QCR	37	onlineA	3	BAD	Tam nikdy nebyla muž tak pacientů a v lásce s neurotic ženu jejichž literární talent přišli před její šílenství. „
4056	English	French	1672	elmundo/2009/12/10/10098	1	A2TA5XW5OWNLI4	28	koc-combo	3	BAD	Le British Fashion Awards
4057	English	French	1673	elmundo/2009/12/10/10098	2	A2TA5XW5OWNLI4	28	koc-combo	2	OK	Les Britanniques ont beaucoup à dire dans le monde de la mode.
4058	English	French	1674	elmundo/2009/12/10/10098	3	A2TA5XW5OWNLI4	28	koc-combo	3	BAD	Haut représentants - les concepteurs et les modèles, passé et présent -gathered lors de la présentation annuelle de remise de prix, qui a eu lieu à Londres à la Cour royale de justice.
4059	English	French	1675	elmundo/2009/12/10/10098	4	A2TA5XW5OWNLI4	28	koc-combo	2	OK	Personne n'a manqué la date.
4060	English	French	1676	elmundo/2009/12/10/10098	5	A2TA5XW5OWNLI4	28	koc-combo	3	BAD	L'ancien modèle Jerry hall'sdaughter, la Géorgie peut Jagger, a été choisi comme modèle de l'année.
4061	English	Czech	786	times-of-london/2009/12/11/100521	9	A1KOBAVR922QCR	1	_ref	2	OK	Minulý rok přidal k domu zimní zahradu, která je v plánech označena jako "oranžerie".
4062	English	Czech	787	times-of-london/2009/12/11/100521	10	A1KOBAVR922QCR	1	_ref	1	EDIT	Sousedé ji popisují jako „skleník pro zábavu a pohoštění".
4063	English	Czech	788	times-of-london/2009/12/11/100521	11	A1KOBAVR922QCR	1	_ref	1	EDIT	Pan Duncan nebyl požádán, aby poskytl nějaké vysvětlení ke zvýšené půjčce během poslední kontroly výborem pro obecní normy a privilegia v posledním urovnání hypotéky.
4064	English	Czech	789	times-of-london/2009/12/11/100521	12	A1KOBAVR922QCR	1	_ref	1	EDIT	Výbor mu po přezkoumání jeho výdajů minulý měsíc sdělil, že porušil pravidla.
4065	English	Czech	790	times-of-london/2009/12/11/100521	13	A1KOBAVR922QCR	1	_ref	1	EDIT	V roce 2004 pan Duncan změnil pupilární jistotu na hypotéku ve výši 271406 liber ze svého majetku v Londýně na dům ve svém volebním obvodu, který koupil v roce 1991, rok před tím, než se stal členem poslanecké sněmovny.
4066	English	Czech	824	lesechos/2009/12/12/218771	9	A1KOBAVR922QCR	16	dcu	3	BAD	Zeptal jsem se věznici administrativa řízení put in place, bez, opatření, aby na to, že aby tuto situaci způsobené chudých hodnocení počtu další pracovní dobu, se opakovat v budoucnosti, která - marieová.
4067	English	Czech	825	lesechos/2009/12/12/218771	10	A1KOBAVR922QCR	16	dcu	3	BAD	V prosinci zaplatit Packet proto bude jsou, s výjimkou řídících pracovníků, kteří mají z takzvaného cíl a position-related bonusy, kritici se ufap / unsa, že "rozpočtové omezení jsou pohodlnou záminku".
4068	English	Czech	826	lesechos/2009/12/12/218771	11	A1KOBAVR922QCR	16	dcu	1	EDIT	Je to absolutní skandál, stěžuje si meziregionální unie z Marseille, která oznámila své rozhodnutí bojkotovat všechna zasedání.
4069	English	Czech	827	lesechos/2009/12/12/218771	12	A1KOBAVR922QCR	16	dcu	3	BAD	Pracovníci nebudou v neděli nebo rekreační hodin se v říjnu jsou není vyřešen v prosinci, a to samé platí pro přesčas, ohrožuje rhône-alpes-auvergne unie.
4070	English	Czech	828	lesechos/2009/12/12/218771	13	A1KOBAVR922QCR	16	dcu	3	BAD	V době, kdy své cíle a odpovědnosti jsou rozšiřuje, ale naše čísla jsou ne, je to víc než na se na na 's, soudci se cgt-pénitentiaire de Bordeaux.
4071	English	Spanish	1569	spiegel/2009/12/12/73257	102	A2Y5ON4YIVB884	46	uedin	2	OK	Por tanto, Kasten asesora a sus pacientes a apreciar las alucinaciones como una capacidad especial.
4072	English	Spanish	1570	spiegel/2009/12/12/73257	103	A2Y5ON4YIVB884	46	uedin	2	OK	Frontera entre el sueño y alucinación
4073	English	Spanish	1571	spiegel/2009/12/12/73257	104	A2Y5ON4YIVB884	46	uedin	3	BAD	En nuestra conciencia demasiado centrados en el mundo imaginario experimentando con frecuencia es lamentablemente pathologised, dice Michael Schmidt-Degenhard, profesor en Heidelberg y médico superior de la Clínica de Psiquiatría y Naturopatía del Hospital Florence Nightingale en Düsseldorf.
4074	English	Spanish	1572	spiegel/2009/12/12/73257	105	A2Y5ON4YIVB884	46	uedin	1	EDIT	Una psicosis es una grave, dolorosa enfermedad, pero también tiene aspectos positivos, la creatividad, la locura es también una obra de arte nacida de la desesperación.
4075	English	Spanish	1573	spiegel/2009/12/12/73257	106	A2Y5ON4YIVB884	46	uedin	1	EDIT	Schmidt-Degenhard ha investigado la llamada experiencia onírica, una forma particular de consciencia de las condiciones que son deformadas como sueños.
4076	English	Czech	1977	cincodias/2009/12/11/5334	19	A1KOBAVR922QCR	38	onlineB	1	EDIT	Mezi nejexkluzivnějšími modely jsou informace k dispozici například pro Porsche, ale ne pro Ferrari nebo Lamborghini.
4077	English	Czech	1978	cincodias/2009/12/11/5334	20	A1KOBAVR922QCR	38	onlineB	1	EDIT	Pokud jde o počet automobilů na silnicích, je to více než 99 %.
4078	English	Czech	1979	cincodias/2009/12/11/5334	21	A1KOBAVR922QCR	38	onlineB	1	EDIT	Pro účely dokumentace a vývoje databází má Audatex osm center rozptýlených po celém světě (Španělsko, Francie, Německo, USA, Brazílie, Mexiko, Čína a Japonska) a každé z nich se specializuje na konkrétní značku.
4079	English	Czech	1980	cincodias/2009/12/11/5334	22	A1KOBAVR922QCR	38	onlineB	2	OK	Jeho národní ředitelství je v Alcobendas (Madrid).
